REGION,FUEL,YEAR,VALUE
REGION1,NLE2,2041,446.28
REGION1,NLE2,2042,449.45
REGION1,NLE2,2043,452.63
REGION1,NLE2,2044,455.80
REGION1,NLE2,2045,458.98
REGION1,NLE2,2046,462.83
REGION1,NLE2,2047,466.67
REGION1,NLE2,2048,470.52
REGION1,NLE2,2049,474.37
REGION1,NLE2,2050,478.22
REGION1,NLE2,2051,478.22
REGION1,NLE2,2052,478.22
REGION1,NLE2,2053,478.22
REGION1,NLE2,2054,478.22
REGION1,NLE2,2055,478.22
REGION1,NLE2,2056,478.22
REGION1,NLE2,2057,478.22
REGION1,NLE2,2058,478.22
REGION1,NLE2,2059,478.22
REGION1,NLE2,2060,478.22
REGION1,NOE2,2015,467.6
REGION1,NOE2,2016,477.3
REGION1,NOE2,2017,483.3
REGION1,NOE2,2018,492.9
REGION1,NOE2,2019,485.7
REGION1,NOE2,2020,481.4
REGION1,NOE2,2021,502.3
REGION1,NOE2,2022,480.3
REGION1,NOE2,2023,490.4
REGION1,NOE2,2024,499.3
REGION1,NOE2,2025,510.3
REGION1,NOE2,2026,521.3
REGION1,NOE2,2027,532.3
REGION1,NOE2,2028,543.2
REGION1,NOE2,2029,554.2
REGION1,NOE2,2030,565.2
REGION1,NOE2,2031,576.2
REGION1,NOE2,2032,587.2
REGION1,NOE2,2033,598.1
REGION1,NOE2,2034,609.1
REGION1,NOE2,2035,620.1
REGION1,NOE2,2036,631.1
REGION1,NOE2,2037,642.1
REGION1,NOE2,2038,653
REGION1,NOE2,2039,664
REGION1,NOE2,2040,675
REGION1,NOE2,2041,686.7
REGION1,NOE2,2042,698.4
REGION1,NOE2,2043,710.1
REGION1,NOE2,2044,721.8
REGION1,NOE2,2045,733.5
REGION1,NOE2,2046,745.2
REGION1,NOE2,2047,756.9
REGION1,NOE2,2048,768.6
REGION1,NOE2,2049,780.3
REGION1,NOE2,2050,792
REGION1,NOE2,2051,792
REGION1,NOE2,2052,792
REGION1,NOE2,2053,792
REGION1,NOE2,2054,792
REGION1,NOE2,2055,792
REGION1,NOE2,2056,792
REGION1,NOE2,2057,792
REGION1,NOE2,2058,792
REGION1,NOE2,2059,792
REGION1,NOE2,2060,792
REGION1,PLE2,2015,461.01
REGION1,PLE2,2016,471.02
REGION1,PLE2,2017,481.02
REGION1,PLE2,2018,491.02
REGION1,PLE2,2019,501.03
REGION1,PLE2,2020,511.03
REGION1,PLE2,2021,521.16
REGION1,PLE2,2022,531.30
REGION1,PLE2,2023,541.43
REGION1,PLE2,2024,551.56
REGION1,PLE2,2025,561.69
REGION1,PLE2,2026,570.54
REGION1,PLE2,2027,579.39
REGION1,PLE2,2028,588.23
REGION1,PLE2,2029,597.08
REGION1,PLE2,2030,605.93
REGION1,PLE2,2031,612.24
REGION1,PLE2,2032,618.55
REGION1,PLE2,2033,624.86
REGION1,PLE2,2034,631.16
REGION1,PLE2,2035,637.47
REGION1,PLE2,2036,643.86
REGION1,PLE2,2037,650.24
REGION1,PLE2,2038,656.62
REGION1,PLE2,2039,663.01
REGION1,PLE2,2040,669.39
REGION1,PLE2,2041,675.52
REGION1,PLE2,2042,681.64
REGION1,PLE2,2043,687.77
REGION1,PLE2,2044,693.90
REGION1,PLE2,2045,700.03
REGION1,PLE2,2046,705.68
REGION1,PLE2,2047,711.33
REGION1,PLE2,2048,716.99
REGION1,PLE2,2049,722.64
REGION1,PLE2,2050,728.30
REGION1,PLE2,2051,728.30
REGION1,PLE2,2052,728.30
REGION1,PLE2,2053,728.30
REGION1,PLE2,2054,728.30
REGION1,PLE2,2055,728.30
REGION1,PLE2,2056,728.30
REGION1,PLE2,2057,728.30
REGION1,PLE2,2058,728.30
REGION1,PLE2,2059,728.30
REGION1,PLE2,2060,728.30
REGION1,PTE2,2015,161.82
REGION1,PTE2,2016,163.38
REGION1,PTE2,2017,164.93
REGION1,PTE2,2018,166.49
REGION1,PTE2,2019,168.05
REGION1,PTE2,2020,169.61
REGION1,PTE2,2021,170.02
REGION1,PTE2,2022,170.43
REGION1,PTE2,2023,170.85
REGION1,PTE2,2024,171.26
REGION1,PTE2,2025,171.67
REGION1,PTE2,2026,171.73
REGION1,PTE2,2027,171.79
REGION1,PTE2,2028,171.85
REGION1,PTE2,2029,171.91
REGION1,PTE2,2030,171.96
REGION1,PTE2,2031,172.45
REGION1,PTE2,2032,172.94
REGION1,PTE2,2033,173.43
REGION1,PTE2,2034,173.92
REGION1,PTE2,2035,174.40
REGION1,PTE2,2036,175.21
REGION1,PTE2,2037,176.01
REGION1,PTE2,2038,176.81
REGION1,PTE2,2039,177.61
REGION1,PTE2,2040,178.41
REGION1,PTE2,2041,179.10
REGION1,PTE2,2042,179.78
REGION1,PTE2,2043,180.47
REGION1,PTE2,2044,181.16
REGION1,PTE2,2045,181.85
REGION1,PTE2,2046,182.22
REGION1,PTE2,2047,182.59
REGION1,PTE2,2048,182.97
REGION1,PTE2,2049,183.34
REGION1,PTE2,2050,183.71
REGION1,PTE2,2051,183.71
REGION1,PTE2,2052,183.71
REGION1,PTE2,2053,183.71
REGION1,PTE2,2054,183.71
REGION1,PTE2,2055,183.71
REGION1,PTE2,2056,183.71
REGION1,PTE2,2057,183.71
REGION1,PTE2,2058,183.71
REGION1,PTE2,2059,183.71
REGION1,PTE2,2060,183.71
REGION1,ROE2,2015,154.19
REGION1,ROE2,2016,157.33
REGION1,ROE2,2017,160.48
REGION1,ROE2,2018,163.62
REGION1,ROE2,2019,166.77
REGION1,ROE2,2020,169.91
REGION1,ROE2,2021,171.37
REGION1,ROE2,2022,172.83
REGION1,ROE2,2023,174.29
REGION1,ROE2,2024,175.75
REGION1,ROE2,2025,177.21
REGION1,ROE2,2026,178.54
REGION1,ROE2,2027,179.88
REGION1,ROE2,2028,181.21
REGION1,ROE2,2029,182.55
REGION1,ROE2,2030,183.88
REGION1,ROE2,2031,185.49
REGION1,ROE2,2032,187.10
REGION1,ROE2,2033,188.71
REGION1,ROE2,2034,190.32
REGION1,ROE2,2035,191.93
REGION1,ROE2,2036,194.07
REGION1,ROE2,2037,196.21
REGION1,ROE2,2038,198.35
REGION1,ROE2,2039,200.50
REGION1,ROE2,2040,202.64
REGION1,ROE2,2041,204.88
REGION1,ROE2,2042,207.12
REGION1,ROE2,2043,209.35
REGION1,ROE2,2044,211.59
REGION1,ROE2,2045,213.83
REGION1,ROE2,2046,215.91
REGION1,ROE2,2047,217.98
REGION1,ROE2,2048,220.06
REGION1,ROE2,2049,222.13
REGION1,ROE2,2050,224.20
REGION1,ROE2,2051,224.20
REGION1,ROE2,2052,224.20
REGION1,ROE2,2053,224.20
REGION1,ROE2,2054,224.20
REGION1,ROE2,2055,224.20
REGION1,ROE2,2056,224.20
REGION1,ROE2,2057,224.20
REGION1,ROE2,2058,224.20
REGION1,ROE2,2059,224.20
REGION1,ROE2,2060,224.20
REGION1,SEE2,2015,464.80
REGION1,SEE2,2016,469.39
REGION1,SEE2,2017,473.99
REGION1,SEE2,2018,478.58
REGION1,SEE2,2019,483.17
REGION1,SEE2,2020,487.76
REGION1,SEE2,2021,490.65
REGION1,SEE2,2022,493.54
REGION1,SEE2,2023,496.43
REGION1,SEE2,2024,499.32
REGION1,SEE2,2025,502.22
REGION1,SEE2,2026,505.62
REGION1,SEE2,2027,509.03
REGION1,SEE2,2028,512.44
REGION1,SEE2,2029,515.84
REGION1,SEE2,2030,519.25
REGION1,SEE2,2031,522.04
REGION1,SEE2,2032,524.84
REGION1,SEE2,2033,527.63
REGION1,SEE2,2034,530.42
REGION1,SEE2,2035,533.21
REGION1,SEE2,2036,536.46
REGION1,SEE2,2037,539.70
REGION1,SEE2,2038,542.94
REGION1,SEE2,2039,546.19
REGION1,SEE2,2040,549.43
REGION1,SEE2,2041,554.46
REGION1,SEE2,2042,559.48
REGION1,SEE2,2043,564.51
REGION1,SEE2,2044,569.54
REGION1,SEE2,2045,574.56
REGION1,SEE2,2046,579.02
REGION1,SEE2,2047,583.48
REGION1,SEE2,2048,587.94
REGION1,SEE2,2049,592.40
REGION1,SEE2,2050,596.86
REGION1,SEE2,2051,596.86
REGION1,SEE2,2052,596.86
REGION1,SEE2,2053,596.86
REGION1,SEE2,2054,596.86
REGION1,SEE2,2055,596.86
REGION1,SEE2,2056,596.86
REGION1,SEE2,2057,596.86
REGION1,SEE2,2058,596.86
REGION1,SEE2,2059,596.86
REGION1,SEE2,2060,596.86
REGION1,SIE2,2015,45.96
REGION1,SIE2,2016,46.46
REGION1,SIE2,2017,46.97
REGION1,SIE2,2018,47.47
REGION1,SIE2,2019,47.98
REGION1,SIE2,2020,48.48
REGION1,SIE2,2021,49.37
REGION1,SIE2,2022,50.26
REGION1,SIE2,2023,51.15
REGION1,SIE2,2024,52.04
REGION1,SIE2,2025,52.93
REGION1,SIE2,2026,53.20
REGION1,SIE2,2027,53.46
REGION1,SIE2,2028,53.73
REGION1,SIE2,2029,54.00
REGION1,SIE2,2030,54.27
REGION1,SIE2,2031,54.49
REGION1,SIE2,2032,54.70
REGION1,SIE2,2033,54.92
REGION1,SIE2,2034,55.14
REGION1,SIE2,2035,55.36
REGION1,SIE2,2036,55.78
REGION1,SIE2,2037,56.21
REGION1,SIE2,2038,56.64
REGION1,SIE2,2039,57.07
REGION1,SIE2,2040,57.50
REGION1,SIE2,2041,57.92
REGION1,SIE2,2042,58.34
REGION1,SIE2,2043,58.77
REGION1,SIE2,2044,59.19
REGION1,SIE2,2045,59.61
REGION1,SIE2,2046,60.10
REGION1,SIE2,2047,60.59
REGION1,SIE2,2048,61.08
REGION1,SIE2,2049,61.57
REGION1,SIE2,2050,62.05
REGION1,SIE2,2051,62.05
REGION1,SIE2,2052,62.05
REGION1,SIE2,2053,62.05
REGION1,SIE2,2054,62.05
REGION1,SIE2,2055,62.05
REGION1,SIE2,2056,62.05
REGION1,SIE2,2057,62.05
REGION1,SIE2,2058,62.05
REGION1,SIE2,2059,62.05
REGION1,SIE2,2060,62.05
REGION1,SKE2,2015,92.89
REGION1,SKE2,2016,93.85
REGION1,SKE2,2017,94.80
REGION1,SKE2,2018,95.75
REGION1,SKE2,2019,96.71
REGION1,SKE2,2020,97.66
REGION1,SKE2,2021,99.33
REGION1,SKE2,2022,101.00
REGION1,SKE2,2023,102.67
REGION1,SKE2,2024,104.34
REGION1,SKE2,2025,106.02
REGION1,SKE2,2026,107.21
REGION1,SKE2,2027,108.40
REGION1,SKE2,2028,109.59
REGION1,SKE2,2029,110.79
REGION1,SKE2,2030,111.98
REGION1,SKE2,2031,112.78
REGION1,SKE2,2032,113.59
REGION1,SKE2,2033,114.39
REGION1,SKE2,2034,115.20
REGION1,SKE2,2035,116.00
REGION1,SKE2,2036,116.57
REGION1,SKE2,2037,117.14
REGION1,SKE2,2038,117.71
REGION1,SKE2,2039,118.28
REGION1,SKE2,2040,118.85
REGION1,SKE2,2041,119.34
REGION1,SKE2,2042,119.83
REGION1,SKE2,2043,120.32
REGION1,SKE2,2044,120.81
REGION1,SKE2,2045,121.30
REGION1,SKE2,2046,121.68
REGION1,SKE2,2047,122.05
REGION1,SKE2,2048,122.43
REGION1,SKE2,2049,122.81
REGION1,SKE2,2050,123.18
REGION1,SKE2,2051,123.18
REGION1,SKE2,2052,123.18
REGION1,SKE2,2053,123.18
REGION1,SKE2,2054,123.18
REGION1,SKE2,2055,123.18
REGION1,SKE2,2056,123.18
REGION1,SKE2,2057,123.18
REGION1,SKE2,2058,123.18
REGION1,SKE2,2059,123.18
REGION1,SKE2,2060,123.18
REGION1,UKE2,2015,1160.04
REGION1,UKE2,2016,1169.15
REGION1,UKE2,2017,1178.27
REGION1,UKE2,2018,1187.38
REGION1,UKE2,2019,1196.50
REGION1,UKE2,2020,1205.62
REGION1,UKE2,2021,1210.15
REGION1,UKE2,2022,1214.69
REGION1,UKE2,2023,1219.23
REGION1,UKE2,2024,1223.77
REGION1,UKE2,2025,1228.30
REGION1,UKE2,2026,1239.08
REGION1,UKE2,2027,1249.87
REGION1,UKE2,2028,1260.65
REGION1,UKE2,2029,1271.43
REGION1,UKE2,2030,1282.21
REGION1,UKE2,2031,1293.69
REGION1,UKE2,2032,1305.17
REGION1,UKE2,2033,1316.65
REGION1,UKE2,2034,1328.13
REGION1,UKE2,2035,1339.61
REGION1,UKE2,2036,1356.25
REGION1,UKE2,2037,1372.89
REGION1,UKE2,2038,1389.53
REGION1,UKE2,2039,1406.17
REGION1,UKE2,2040,1422.81
REGION1,UKE2,2041,1441.70
REGION1,UKE2,2042,1460.58
REGION1,UKE2,2043,1479.46
REGION1,UKE2,2044,1498.34
REGION1,UKE2,2045,1517.22
REGION1,UKE2,2046,1529.15
REGION1,UKE2,2047,1541.07
REGION1,UKE2,2048,1552.99
REGION1,UKE2,2049,1564.92
REGION1,UKE2,2050,1576.84
REGION1,UKE2,2051,1576.84
REGION1,UKE2,2052,1576.84
REGION1,UKE2,2053,1576.84
REGION1,UKE2,2054,1576.84
REGION1,UKE2,2055,1576.84
REGION1,UKE2,2056,1576.84
REGION1,UKE2,2057,1576.84
REGION1,UKE2,2058,1576.84
REGION1,UKE2,2059,1576.84
REGION1,UKE2,2060,1576.84
